DATE,sprtrn,spindx
2015-06-17,0.001980,2100.44
2015-06-18,0.009903,2121.24
2015-06-19,-0.005304,2109.99
2015-06-22,0.006095,2122.85
2015-06-23,0.000636,2124.20
2015-06-24,-0.007353,2108.58
2015-06-25,-0.002974,2102.31
2015-06-26,-0.000390,2101.49
2015-06-29,-0.020866,2057.64
2015-06-30,0.002658,2063.11
2015-07-01,0.006936,2077.42
2015-07-02,-0.000308,2076.78
2015-07-06,-0.003862,2068.76
2015-07-07,0.006081,2081.34
2015-07-08,-0.016653,2046.68
2015-07-09,0.002262,2051.31
2015-07-10,0.012338,2076.62
2015-07-13,0.011066,2099.60
2015-07-14,0.004453,2108.95
2015-07-15,-0.000735,2107.40
2015-07-16,0.008015,2124.29
2015-07-17,0.001106,2126.64
2015-07-20,0.000771,2128.28
2015-07-21,-0.004262,2119.21
2015-07-22,-0.002388,2114.15
2015-07-23,-0.005676,2102.15
2015-07-24,-0.010703,2079.65
2015-07-27,-0.005775,2067.64
2015-07-28,0.012386,2093.25
2015-07-29,0.007319,2108.57
2015-07-30,0.000028,2108.63
2015-07-31,-0.002272,2103.84
2015-08-03,-0.002757,2098.04
2015-08-04,-0.002250,2093.32
2015-08-05,0.003115,2099.84
2015-08-06,-0.007753,2083.56
2015-08-07,-0.002875,2077.57
2015-08-10,0.012808,2104.18
2015-08-11,-0.009557,2084.07
2015-08-12,0.000950,2086.05
2015-08-13,-0.001275,2083.39
2015-08-14,0.003912,2091.54
2015-08-17,0.005211,2102.44
2015-08-18,-0.002626,2096.92
2015-08-19,-0.008255,2079.61
2015-08-20,-0.021100,2035.73
2015-08-21,-0.031851,1970.89
2015-08-24,-0.039414,1893.21
2015-08-25,-0.013522,1867.61
2015-08-26,0.039034,1940.51
2015-08-27,0.024298,1987.66
2015-08-28,0.000609,1988.87
2015-08-31,-0.008392,1972.18
2015-09-01,-0.029576,1913.85
2015-09-02,0.018293,1948.86
2015-09-03,0.001165,1951.13
2015-09-04,-0.015330,1921.22
2015-09-08,0.025083,1969.41
2015-09-09,-0.013898,1942.04
2015-09-10,0.005278,1952.29
2015-09-11,0.004487,1961.05
2015-09-14,-0.004090,1953.03
2015-09-15,0.012831,1978.09
2015-09-16,0.008705,1995.31
2015-09-17,-0.002561,1990.20
2015-09-18,-0.016164,1958.03
2015-09-21,0.004566,1966.97
2015-09-22,-0.012318,1942.74
2015-09-23,-0.002049,1938.76
2015-09-24,-0.003363,1932.24
2015-09-25,-0.000466,1931.34
2015-09-28,-0.025666,1881.77
2015-09-29,0.001233,1884.09
2015-09-30,0.019076,1920.03
2015-10-01,0.001974,1923.82
2015-10-02,0.014315,1951.36
2015-10-05,0.018290,1987.05
2015-10-06,-0.003588,1979.92
2015-10-07,0.008036,1995.83
2015-10-08,0.008818,2013.43
2015-10-09,0.000725,2014.89
2015-10-12,0.001276,2017.46
2015-10-13,-0.006825,2003.69
2015-10-14,-0.004716,1994.24
2015-10-15,0.014853,2023.86
2015-10-16,0.004570,2033.11
2015-10-19,0.000271,2033.66
2015-10-20,-0.001421,2030.77
2015-10-21,-0.005825,2018.94
2015-10-22,0.016628,2052.51
2015-10-23,0.011030,2075.15
2015-10-26,-0.001913,2071.18
2015-10-27,-0.002554,2065.89
2015-10-28,0.011840,2090.35
2015-10-29,-0.000450,2089.41
2015-10-30,-0.004810,2079.36
2015-11-02,0.011874,2104.05
2015-11-03,0.002728,2109.79
2015-11-04,-0.003545,2102.31
2015-11-05,-0.001132,2099.93
2015-11-06,-0.000348,2099.20
2015-11-09,-0.009823,2078.58
2015-11-10,0.001511,2081.72
2015-11-11,-0.003228,2075.00
2015-11-12,-0.013990,2045.97
2015-11-13,-0.011207,2023.04
2015-11-16,0.014903,2053.19
2015-11-17,-0.001339,2050.44
2015-11-18,0.016162,2083.58
2015-11-19,-0.001123,2081.24
2015-11-20,0.003810,2089.17
2015-11-23,-0.001235,2086.59
2015-11-24,0.001222,2089.14
2015-11-25,-0.000129,2088.87
2015-11-27,0.000594,2090.11
2015-11-30,-0.004641,2080.41
2015-12-01,0.010681,2102.63
2015-12-02,-0.010996,2079.51
2015-12-03,-0.014374,2049.62
2015-12-04,0.020526,2091.69
2015-12-07,-0.006990,2077.07
2015-12-08,-0.006490,2063.59
2015-12-09,-0.007739,2047.62
2015-12-10,0.002251,2052.23
2015-12-11,-0.019423,2012.37
2015-12-14,0.004756,2021.94
2015-12-15,0.010619,2043.41
2015-12-16,0.014515,2073.07
2015-12-17,-0.015041,2041.89
2015-12-18,-0.017797,2005.55
2015-12-21,0.007778,2021.15
2015-12-22,0.008817,2038.97
2015-12-23,0.012418,2064.29
2015-12-24,-0.001599,2060.99
2015-12-28,-0.002179,2056.50
2015-12-29,0.010630,2078.36
2015-12-30,-0.007217,2063.36
2015-12-31,-0.009412,2043.94
2016-01-04,-0.015304,2012.66
2016-01-05,0.002012,2016.71
2016-01-06,-0.013115,1990.26
2016-01-07,-0.023700,1943.09
2016-01-08,-0.010838,1922.03
2016-01-11,0.000853,1923.67
2016-01-12,0.007803,1938.68
2016-01-13,-0.024965,1890.28
2016-01-14,0.016696,1921.84
2016-01-15,-0.021599,1880.33
2016-01-19,0.000532,1881.33
2016-01-20,-0.011694,1859.33
2016-01-21,0.005195,1868.99
2016-01-22,0.020284,1906.90
2016-01-25,-0.015638,1877.08
2016-01-26,0.014144,1903.63
2016-01-27,-0.010863,1882.95
2016-01-28,0.005529,1893.36
2016-01-29,0.024760,1940.24
2016-02-01,-0.000443,1939.38
2016-02-02,-0.018743,1903.03
2016-02-03,0.004992,1912.53
2016-02-04,0.001527,1915.45
2016-02-05,-0.018481,1880.05
2016-02-08,-0.014154,1853.44
2016-02-09,-0.000664,1852.21
2016-02-10,-0.000189,1851.86
2016-02-11,-0.012301,1829.08
2016-02-12,0.019518,1864.78
2016-02-16,0.016517,1895.58
2016-02-17,0.016480,1926.82
2016-02-18,-0.004666,1917.83
2016-02-19,-0.000026,1917.78
2016-02-22,0.014454,1945.50
2016-02-23,-0.012454,1921.27
2016-02-24,0.004440,1929.80
2016-02-25,0.011348,1951.70
2016-02-26,-0.001870,1948.05
2016-02-29,-0.008121,1932.23
2016-03-01,0.023869,1978.35
2016-03-02,0.004094,1986.45
2016-03-03,0.003499,1993.40
2016-03-04,0.003306,1999.99
2016-03-07,0.000885,2001.76
2016-03-08,-0.011240,1979.26
2016-03-09,0.005052,1989.26
2016-03-10,0.000156,1989.57
2016-03-11,0.016396,2022.19
2016-03-14,-0.001261,2019.64
2016-03-15,-0.001837,2015.93
2016-03-16,0.005600,2027.22
2016-03-17,0.006595,2040.59
2016-03-18,0.004406,2049.58
2016-03-21,0.000986,2051.60
2016-03-22,-0.000877,2049.80
2016-03-23,-0.006386,2036.71
2016-03-24,-0.000378,2035.94
2016-03-28,0.000545,2037.05
2016-03-29,0.008817,2055.01
2016-03-30,0.004350,2063.95
2016-03-31,-0.002040,2059.74
2016-04-01,0.006331,2072.78
2016-04-04,-0.003208,2066.13
2016-04-05,-0.010145,2045.17
2016-04-06,0.010508,2066.66
2016-04-07,-0.011976,2041.91
2016-04-08,0.002787,2047.60
2016-04-11,-0.002740,2041.99
2016-04-12,0.009662,2061.72
2016-04-13,0.010040,2082.42
2016-04-14,0.000173,2082.78
2016-04-15,-0.000984,2080.73
2016-04-18,0.006541,2094.34
2016-04-19,0.003085,2100.80
2016-04-20,0.000762,2102.40
2016-04-21,-0.005194,2091.48
2016-04-22,0.000048,2091.58
2016-04-25,-0.001812,2087.79
2016-04-26,0.001873,2091.70
2016-04-27,0.001649,2095.15
2016-04-28,-0.009231,2075.81
2016-04-29,-0.005063,2065.30
2016-05-02,0.007810,2081.43
2016-05-03,-0.008677,2063.37
2016-05-04,-0.005937,2051.12
2016-05-05,-0.000239,2050.63
2016-05-06,0.003175,2057.14
2016-05-09,0.000753,2058.69
2016-05-10,0.012484,2084.39
2016-05-11,-0.009562,2064.46
2016-05-12,-0.000170,2064.11
2016-05-13,-0.008478,2046.61
2016-05-16,0.009797,2066.66
2016-05-17,-0.009411,2047.21
2016-05-18,0.000205,2047.63
2016-05-19,-0.003707,2040.04
2016-05-20,0.006019,2052.32
2016-05-23,-0.002085,2048.04
2016-05-24,0.013681,2076.06
2016-05-25,0.006975,2090.54
2016-05-26,-0.000210,2090.10
2016-05-27,0.004287,2099.06
2016-05-31,-0.001000,2096.96
2016-06-01,0.001130,2099.33
2016-06-02,0.002825,2105.26
2016-06-03,-0.002912,2099.13
2016-06-06,0.004897,2109.41
2016-06-07,0.001289,2112.13
2016-06-08,0.003309,2119.12
2016-06-09,-0.001718,2115.48
2016-06-10,-0.009175,2096.07
2016-06-13,-0.008115,2079.06
2016-06-14,-0.001799,2075.32
2016-06-15,-0.001841,2071.50
2016-06-16,0.003133,2077.99
2016-06-17,-0.003258,2071.22
2016-06-20,0.005808,2083.25
2016-06-21,0.002712,2088.90
2016-06-22,-0.001652,2085.45
2016-06-23,0.013364,2113.32
2016-06-24,-0.035920,2037.41
2016-06-27,-0.018097,2000.54
2016-06-28,0.017770,2036.09
2016-06-29,0.017033,2070.77
2016-06-30,0.013565,2098.86
2016-07-01,0.001949,2102.95
2016-07-05,-0.006848,2088.55
2016-07-06,0.005353,2099.73
2016-07-07,-0.000872,2097.90
2016-07-08,0.015253,2129.90
2016-07-11,0.003409,2137.16
2016-07-12,0.007009,2152.14
2016-07-13,0.000135,2152.43
2016-07-14,0.005259,2163.75
2016-07-15,-0.000929,2161.74
2016-07-18,0.002382,2166.89
2016-07-19,-0.001435,2163.78
2016-07-20,0.004270,2173.02
2016-07-21,-0.003612,2165.17
2016-07-22,0.004554,2175.03
2016-07-25,-0.003011,2168.48
2016-07-26,0.000323,2169.18
2016-07-27,-0.001199,2166.58
2016-07-28,0.001606,2170.06
2016-07-29,0.001631,2173.60
2016-08-01,-0.001270,2170.84
2016-08-02,-0.006362,2157.03
2016-08-03,0.003134,2163.79
2016-08-04,0.000213,2164.25
2016-08-05,0.008603,2182.87
2016-08-08,-0.000907,2180.89
2016-08-09,0.000390,2181.74
2016-08-10,-0.002865,2175.49
2016-08-11,0.004735,2185.79
2016-08-12,-0.000796,2184.05
2016-08-15,0.002793,2190.15
2016-08-16,-0.005479,2178.15
2016-08-17,0.001869,2182.22
2016-08-18,0.002200,2187.02
2016-08-19,-0.001440,2183.87
2016-08-22,-0.000563,2182.64
2016-08-23,0.001952,2186.90
2016-08-24,-0.005240,2175.44
2016-08-25,-0.001365,2172.47
2016-08-26,-0.001579,2169.04
2016-08-29,0.005228,2180.38
2016-08-30,-0.001954,2176.12
2016-08-31,-0.002376,2170.95
2016-09-01,-0.000041,2170.86
2016-09-02,0.004201,2179.98
2016-09-06,0.002982,2186.48
2016-09-07,-0.000146,2186.16
2016-09-08,-0.002223,2181.30
2016-09-09,-0.024522,2127.81
2016-09-12,0.014677,2159.04
2016-09-13,-0.014831,2127.02
2016-09-14,-0.000588,2125.77
2016-09-15,0.010109,2147.26
2016-09-16,-0.003772,2139.16
2016-09-19,-0.000019,2139.12
2016-09-20,0.000299,2139.76
2016-09-21,0.010917,2163.12
2016-09-22,0.006500,2177.18
2016-09-23,-0.005737,2164.69
2016-09-26,-0.008588,2146.10
2016-09-27,0.006444,2159.93
2016-09-28,0.005296,2171.37
2016-09-29,-0.009321,2151.13
2016-09-30,0.007968,2168.27
2016-10-03,-0.003261,2161.20
2016-10-04,-0.004956,2150.49
2016-10-05,0.004297,2159.73
2016-10-06,0.000482,2160.77
2016-10-07,-0.003253,2153.74
2016-10-10,0.004606,2163.66
2016-10-11,-0.012447,2136.73
2016-10-12,0.001147,2139.18
2016-10-13,-0.003099,2132.55
2016-10-14,0.000202,2132.98
2016-10-17,-0.003038,2126.50
2016-10-18,0.006160,2139.60
2016-10-19,0.002192,2144.29
2016-10-20,-0.001376,2141.34
2016-10-21,-0.000084,2141.16
2016-10-24,0.004750,2151.33
2016-10-25,-0.003798,2143.16
2016-10-26,-0.001740,2139.43
2016-10-27,-0.002987,2133.04
2016-10-28,-0.003108,2126.41
2016-10-31,-0.000122,2126.15
2016-11-01,-0.006787,2111.72
2016-11-02,-0.006525,2097.94
2016-11-03,-0.004423,2088.66
2016-11-04,-0.001666,2085.18
2016-11-07,0.022224,2131.52
2016-11-08,0.003772,2139.56
2016-11-09,0.011077,2163.26
2016-11-10,0.001951,2167.48
2016-11-11,-0.001398,2164.45
2016-11-14,-0.000116,2164.20
2016-11-15,0.007481,2180.39
2016-11-16,-0.001582,2176.94
2016-11-17,0.004676,2187.12
2016-11-18,-0.002387,2181.90
2016-11-21,0.007461,2198.18
2016-11-22,0.002165,2202.94
2016-11-23,0.000808,2204.72
2016-11-25,0.003914,2213.35
2016-11-28,-0.005254,2201.72
2016-11-29,0.001335,2204.66
2016-11-30,-0.002653,2198.81
2016-12-01,-0.003516,2191.08
2016-12-02,0.000397,2191.95
2016-12-05,0.005821,2204.71
2016-12-06,0.003411,2212.23
2016-12-07,0.013163,2241.35
2016-12-08,0.002159,2246.19
2016-12-09,0.005939,2259.53
2016-12-12,-0.001137,2256.96
2016-12-13,0.006540,2271.72
2016-12-14,-0.008117,2253.28
2016-12-15,0.003883,2262.03
2016-12-16,-0.001751,2258.07
2016-12-19,0.001975,2262.53
2016-12-20,0.003638,2270.76
2016-12-21,-0.002457,2265.18
2016-12-22,-0.001863,2260.96
2016-12-23,0.001252,2263.79
2016-12-27,0.002248,2268.88
2016-12-28,-0.008357,2249.92
2016-12-29,-0.000293,2249.26
2016-12-30,-0.004637,2238.83
2017-01-03,0.008487,2257.83
2017-01-04,0.005722,2270.75
2017-01-05,-0.000771,2269.00
2017-01-06,0.003517,2276.98
2017-01-09,-0.003549,2268.90
2017-01-10,0.000000,2268.90
2017-01-11,0.002830,2275.32
2017-01-12,-0.002145,2270.44
2017-01-13,0.001850,2274.64
2017-01-17,-0.002968,2267.89
2017-01-18,0.001764,2271.89
2017-01-19,-0.003609,2263.69
2017-01-20,0.003366,2271.31
2017-01-23,-0.002690,2265.20
2017-01-24,0.006565,2280.07
2017-01-25,0.008026,2298.37
2017-01-26,-0.000735,2296.68
2017-01-27,-0.000866,2294.69
2017-01-30,-0.006010,2280.90
2017-01-31,-0.000890,2278.87
2017-02-01,0.000298,2279.55
2017-02-02,0.000570,2280.85
2017-02-03,0.007265,2297.42
2017-02-06,-0.002115,2292.56
2017-02-07,0.000227,2293.08
2017-02-08,0.000693,2294.67
2017-02-09,0.005752,2307.87
2017-02-10,0.003566,2316.10
2017-02-13,0.005246,2328.25
2017-02-14,0.004007,2337.58
2017-02-15,0.004992,2349.25
2017-02-16,-0.000864,2347.22
2017-02-17,0.001679,2351.16
2017-02-21,0.006048,2365.38
2017-02-22,-0.001082,2362.82
2017-02-23,0.000419,2363.81
2017-02-24,0.001493,2367.34
2017-02-27,0.001018,2369.75
2017-02-28,-0.002578,2363.64
2017-03-01,0.013674,2395.96
2017-03-02,-0.005860,2381.92
2017-03-03,0.000504,2383.12
2017-03-06,-0.003277,2375.31
2017-03-07,-0.002913,2368.39
2017-03-08,-0.002284,2362.98
2017-03-09,0.000800,2364.87
2017-03-10,0.003269,2372.60
2017-03-13,0.000367,2373.47
2017-03-14,-0.003379,2365.45
2017-03-15,0.008375,2385.26
2017-03-16,-0.001627,2381.38
2017-03-17,-0.001314,2378.25
2017-03-20,-0.002010,2373.47
2017-03-21,-0.012408,2344.02
2017-03-22,0.001890,2348.45
2017-03-23,-0.001060,2345.96
2017-03-24,-0.000844,2343.98
2017-03-27,-0.001020,2341.59
2017-03-28,0.007251,2358.57
2017-03-29,0.001085,2361.13
2017-03-30,0.002935,2368.06
2017-03-31,-0.002255,2362.72
2017-04-03,-0.001642,2358.84
2017-04-04,0.000560,2360.16
2017-04-05,-0.003055,2352.95
2017-04-06,0.001929,2357.49
2017-04-07,-0.000827,2355.54
2017-04-10,0.000688,2357.16
2017-04-11,-0.001434,2353.78
2017-04-12,-0.003760,2344.93
2017-04-13,-0.006815,2328.95
2017-04-17,0.008613,2349.01
2017-04-18,-0.002903,2342.19
2017-04-19,-0.001716,2338.17
2017-04-20,0.007557,2355.84
2017-04-21,-0.003035,2348.69
2017-04-24,0.010840,2374.15
2017-04-25,0.006091,2388.61
2017-04-26,-0.000486,2387.45
2017-04-27,0.000553,2388.77
2017-04-28,-0.001913,2384.20
2017-05-01,0.001732,2388.33
2017-05-02,0.001189,2391.17
2017-05-03,-0.001271,2388.13
2017-05-04,0.000582,2389.52
2017-05-05,0.004089,2399.29
2017-05-08,0.000038,2399.38
2017-05-09,-0.001025,2396.92
2017-05-10,0.001131,2399.63
2017-05-11,-0.002163,2394.44
2017-05-12,-0.001478,2390.90
2017-05-15,0.004776,2402.32
2017-05-16,-0.000687,2400.67
2017-05-17,-0.018178,2357.03
2017-05-18,0.003687,2365.72
2017-05-19,0.006767,2381.73
2017-05-22,0.005160,2394.02
2017-05-23,0.001838,2398.42
2017-05-24,0.002489,2404.39
2017-05-25,0.004442,2415.07
2017-05-26,0.000311,2415.82
2017-05-30,-0.001205,2412.91
2017-05-31,-0.000460,2411.80
2017-06-01,0.007571,2430.06
2017-06-02,0.003708,2439.07
2017-06-05,-0.001218,2436.10
2017-06-06,-0.002779,2429.33
2017-06-07,0.001568,2433.14
2017-06-08,0.000267,2433.79
2017-06-09,-0.000830,2431.77
2017-06-12,-0.000979,2429.39
2017-06-13,0.004511,2440.35
2017-06-14,-0.000996,2437.92
2017-06-15,-0.002240,2432.46
2017-06-16,0.000284,2433.15
2017-06-19,0.008347,2453.46
2017-06-20,-0.006697,2437.03
2017-06-21,-0.000583,2435.61
2017-06-22,-0.000456,2434.50
2017-06-23,0.001561,2438.30
2017-06-26,0.000316,2439.07
2017-06-27,-0.008073,2419.38
2017-06-28,0.008808,2440.69
2017-06-29,-0.008600,2419.70
2017-06-30,0.001533,2423.41
2017-07-03,0.002311,2429.01
2017-07-05,0.001453,2432.54
2017-07-06,-0.009369,2409.75
2017-07-07,0.006403,2425.18
2017-07-10,0.000928,2427.43
2017-07-11,-0.000783,2425.53
2017-07-12,0.007306,2443.25
2017-07-13,0.001875,2447.83
2017-07-14,0.004674,2459.27
2017-07-17,-0.000053,2459.14
2017-07-18,0.000598,2460.61
2017-07-19,0.005373,2473.83
2017-07-20,-0.000154,2473.45
2017-07-21,-0.000368,2472.54
2017-07-24,-0.001064,2469.91
2017-07-25,0.002923,2477.13
2017-07-26,0.000283,2477.83
2017-07-27,-0.000973,2475.42
2017-07-28,-0.001341,2472.10
2017-07-31,-0.000728,2470.30
2017-08-01,0.002449,2476.35
2017-08-02,0.000493,2477.57
2017-08-03,-0.002184,2472.16
2017-08-04,0.001889,2476.83
2017-08-07,0.001647,2480.91
2017-08-08,-0.002414,2474.92
2017-08-09,-0.000364,2474.02
2017-08-10,-0.014474,2438.21
2017-08-11,0.001276,2441.32
2017-08-14,0.010044,2465.84
2017-08-15,-0.000499,2464.61
2017-08-16,0.001420,2468.11
2017-08-17,-0.015437,2430.01
2017-08-18,-0.001835,2425.55
2017-08-21,0.001163,2428.37
2017-08-22,0.009941,2452.51
2017-08-23,-0.003454,2444.04
2017-08-24,-0.002074,2438.97
2017-08-25,0.001673,2443.05
2017-08-28,0.000487,2444.24
2017-08-29,0.000843,2446.30
2017-08-30,0.004615,2457.59
2017-08-31,0.005721,2471.65
2017-09-01,0.001982,2476.55
2017-09-05,-0.007551,2457.85
2017-09-06,0.003129,2465.54
2017-09-07,-0.000178,2465.10
2017-09-08,-0.001489,2461.43
2017-09-11,0.010839,2488.11
2017-09-12,0.003364,2496.48
2017-09-13,0.000757,2498.37
2017-09-14,-0.001101,2495.62
2017-09-15,0.001847,2500.23
2017-09-18,0.001456,2503.87
2017-09-19,0.001110,2506.65
2017-09-20,0.000634,2508.24
2017-09-21,-0.003046,2500.60
2017-09-22,0.000648,2502.22
2017-09-25,-0.002222,2496.66
2017-09-26,0.000072,2496.84
2017-09-27,0.004085,2507.04
2017-09-28,0.001205,2510.06
2017-09-29,0.003705,2519.36
2017-10-02,0.003874,2529.12
2017-10-03,0.002159,2534.58
2017-10-04,0.001247,2537.74
2017-10-05,0.005647,2552.07
2017-10-06,-0.001074,2549.33
2017-10-09,-0.001804,2544.73
2017-10-10,0.002322,2550.64
2017-10-11,0.001803,2555.24
2017-10-12,-0.001687,2550.93
2017-10-13,0.000878,2553.17
2017-10-16,0.001751,2557.64
2017-10-17,0.000672,2559.36
2017-10-18,0.000742,2561.26
2017-10-19,0.000328,2562.10
2017-10-20,0.005117,2575.21
2017-10-23,-0.003972,2564.98
2017-10-24,0.001618,2569.13
2017-10-25,-0.004663,2557.15
2017-10-26,0.001271,2560.40
2017-10-27,0.008073,2581.07
2017-10-30,-0.003192,2572.83
2017-10-31,0.000944,2575.26
2017-11-01,0.001592,2579.36
2017-11-02,0.000190,2579.85
2017-11-03,0.003097,2587.84
2017-11-06,0.001271,2591.13
2017-11-07,-0.000189,2590.64
2017-11-08,0.001444,2594.38
2017-11-09,-0.003762,2584.62
2017-11-10,-0.000898,2582.30
2017-11-13,0.000984,2584.84
2017-11-14,-0.002310,2578.87
2017-11-15,-0.005526,2564.62
2017-11-16,0.008196,2585.64
2017-11-17,-0.002626,2578.85
2017-11-20,0.001276,2582.14
2017-11-21,0.006541,2599.03
2017-11-22,-0.000750,2597.08
2017-11-24,0.002056,2602.42
2017-11-27,-0.000384,2601.42
2017-11-28,0.009848,2627.04
2017-11-29,-0.000369,2626.07
2017-11-30,0.008191,2647.58
2017-12-01,-0.002024,2642.22
2017-12-04,-0.001052,2639.44
2017-12-05,-0.003739,2629.57
2017-12-06,-0.000114,2629.27
2017-12-07,0.002932,2636.98
2017-12-08,0.005506,2651.50
2017-12-11,0.003202,2659.99
2017-12-12,0.001549,2664.11
2017-12-13,-0.000473,2662.85
2017-12-14,-0.004071,2652.01
2017-12-15,0.008974,2675.81
2017-12-18,0.005363,2690.16
2017-12-19,-0.003230,2681.47
2017-12-20,-0.000828,2679.25
2017-12-21,0.001986,2684.57
2017-12-22,-0.000458,2683.34
2017-12-26,-0.001058,2680.50
2017-12-27,0.000791,2682.62
2017-12-28,0.001834,2687.54
2017-12-29,-0.005183,2673.61
2018-01-02,0.008303,2695.81
2018-01-03,0.006399,2713.06
2018-01-04,0.004029,2723.99
2018-01-05,0.007034,2743.15
2018-01-08,0.001662,2747.71
2018-01-09,0.001303,2751.29
2018-01-10,-0.001112,2748.23
2018-01-11,0.007034,2767.56
2018-01-12,0.006750,2786.24
2018-01-16,-0.003524,2776.42
2018-01-17,0.009415,2802.56
2018-01-18,-0.001616,2798.03
2018-01-19,0.004385,2810.30
2018-01-22,0.008067,2832.97
2018-01-23,0.002174,2839.13
2018-01-24,-0.000560,2837.54
2018-01-25,0.000603,2839.25
2018-01-26,0.011841,2872.87
2018-01-29,-0.006732,2853.53
2018-01-30,-0.010899,2822.43
2018-01-31,0.000489,2823.81
2018-02-01,-0.000648,2821.98
2018-02-02,-0.021209,2762.13
2018-02-05,-0.040979,2648.94
2018-02-06,0.017441,2695.14
2018-02-07,-0.005002,2681.66
2018-02-08,-0.037536,2581.00
2018-02-09,0.014936,2619.55
2018-02-12,0.013915,2656.00
2018-02-13,0.002613,2662.94
2018-02-14,0.013402,2698.63
2018-02-15,0.012069,2731.20
2018-02-16,0.000373,2732.22
2018-02-20,-0.005841,2716.26
2018-02-21,-0.005497,2701.33
2018-02-22,0.000974,2703.96
2018-02-23,0.016028,2747.30
2018-02-26,0.011757,2779.60
2018-02-27,-0.012707,2744.28
2018-02-28,-0.011096,2713.83
2018-03-01,-0.013324,2677.67
2018-03-02,0.005072,2691.25
2018-03-05,0.011032,2720.94
2018-03-06,0.002639,2728.12
2018-03-07,-0.000484,2726.80
2018-03-08,0.004463,2738.97
2018-03-09,0.017379,2786.57
2018-03-12,-0.001274,2783.02
2018-03-13,-0.006364,2765.31
2018-03-14,-0.005724,2749.48
2018-03-15,-0.000782,2747.33
2018-03-16,0.001703,2752.01
2018-03-19,-0.014204,2712.92
2018-03-20,0.001482,2716.94
2018-03-21,-0.001844,2711.93
2018-03-22,-0.025163,2643.69
2018-03-23,-0.020967,2588.26
2018-03-26,0.027157,2658.55
2018-03-27,-0.017276,2612.62
2018-03-28,-0.002917,2605.00
2018-03-29,0.013770,2640.87
2018-04-02,-0.022337,2581.88
2018-04-03,0.012615,2614.45
2018-04-04,0.011566,2644.69
2018-04-05,0.006863,2662.84
2018-04-06,-0.021920,2604.47
2018-04-09,0.003337,2613.16
2018-04-10,0.016727,2656.87
2018-04-11,-0.005525,2642.19
2018-04-12,0.008251,2663.99
2018-04-13,-0.002887,2656.30
2018-04-16,0.008109,2677.84
2018-04-17,0.010662,2706.39
2018-04-18,0.000831,2708.64
2018-04-19,-0.005726,2693.13
2018-04-20,-0.008537,2670.14
2018-04-23,0.000056,2670.29
2018-04-24,-0.013381,2634.56
2018-04-25,0.001837,2639.40
2018-04-26,0.010434,2666.94
2018-04-27,0.001114,2669.91
2018-04-30,-0.008188,2648.05
2018-05-01,0.002549,2654.80
2018-05-02,-0.007206,2635.67
2018-05-03,-0.002254,2629.73
2018-05-04,0.012811,2663.42
2018-05-07,0.003458,2672.63
2018-05-08,-0.000266,2671.92
2018-05-09,0.009682,2697.79
2018-05-10,0.009371,2723.07
2018-05-11,0.001708,2727.72
2018-05-14,0.000884,2730.13
2018-05-15,-0.006842,2711.45
2018-05-16,0.004061,2722.46
2018-05-17,-0.000856,2720.13
2018-05-18,-0.002632,2712.97
2018-05-21,0.007387,2733.01
2018-05-22,-0.003136,2724.44
2018-05-23,0.003248,2733.29
2018-05-24,-0.002023,2727.76
2018-05-25,-0.002357,2721.33
2018-05-29,-0.011564,2689.86
2018-05-30,0.012696,2724.01
2018-05-31,-0.006880,2705.27
2018-06-01,0.010849,2734.62
2018-06-04,0.004480,2746.87
2018-06-05,0.000703,2748.80
2018-06-06,0.008567,2772.35
2018-06-07,-0.000714,2770.37
2018-06-08,0.003126,2779.03
2018-06-11,0.001069,2782.00
2018-06-12,0.001743,2786.85
2018-06-13,-0.004026,2775.63
2018-06-14,0.002472,2782.49
2018-06-15,-0.001017,2779.66
2018-06-18,-0.002126,2773.75
2018-06-19,-0.004023,2762.59
2018-06-20,0.001712,2767.32
2018-06-21,-0.006345,2749.76
2018-06-22,0.001862,2754.88
2018-06-25,-0.013725,2717.07
2018-06-26,0.002205,2723.06
2018-06-27,-0.008604,2699.63
2018-06-28,0.006179,2716.31
2018-06-29,0.000758,2718.37
2018-07-02,0.003068,2726.71
2018-07-03,-0.004947,2713.22
2018-07-05,0.008621,2736.61
2018-07-06,0.008481,2759.82
2018-07-09,0.008823,2784.17
2018-07-10,0.003473,2793.84
2018-07-11,-0.007094,2774.02
2018-07-12,0.008749,2798.29
2018-07-13,0.001079,2801.31
2018-07-16,-0.001028,2798.43
2018-07-17,0.003974,2809.55
2018-07-18,0.002160,2815.62
2018-07-19,-0.003953,2804.49
2018-07-20,-0.000948,2801.83
2018-07-23,0.001838,2806.98
2018-07-24,0.004781,2820.40
2018-07-25,0.009102,2846.07
2018-07-26,-0.003032,2837.44
2018-07-27,-0.006562,2818.82
2018-07-30,-0.005754,2802.60
2018-07-31,0.004885,2816.29
2018-08-01,-0.001040,2813.36
2018-08-02,0.004926,2827.22
2018-08-03,0.004644,2840.35
2018-08-06,0.003538,2850.40
2018-08-07,0.002824,2858.45
2018-08-08,-0.000262,2857.70
2018-08-09,-0.001442,2853.58
2018-08-10,-0.007114,2833.28
2018-08-13,-0.004006,2821.93
2018-08-14,0.006389,2839.96
2018-08-15,-0.007602,2818.37
2018-08-16,0.007919,2840.69
2018-08-17,0.003323,2850.13
2018-08-20,0.002428,2857.05
